Date,FPE,HYG,ICVT,LQD,PFF,PFFA,PFXF,PGX,PSK,VRP
2020-01-02,0.0024911478647944,0.0042067191558432,0.0106841863299145,0.0021097508199301,0.0058535611438605,0.0020865418113091,0.0024728238881388,0.0079945331129351,0.0065895661892563,0.0030971783362074
2020-01-03,0.0009940969674817,-0.0010187786862434,-0.0014201525681062,0.0034312099124698,0.0021151677763719,0.003407981975259,0.0034537046310407,0.0033046009781549,0.0013538584378376,-0.0003860372718108
2020-01-06,0.0009929832012698,-0.0010202735919888,0.002212259918243,-0.003342080082587,-0.0007920274447346,0.0015093553453215,0.0004916599958009,-0.0019761451114985,0.0,-0.0007717872817651
2020-01-07,0.0,-0.0009074430871275,0.0036258308140486,-0.0025730113104293,-0.0013197210953908,0.0007535403125622,-0.0034399945425759,-0.0026404456231131,-0.0018037202462966,0.0
2020-01-08,0.0009920613604297,0.0009082672879991,0.004398515574886,-0.0014073608831245,0.0010570100133064,0.0013175836894554,0.0019716658924926,0.0013237606254925,0.0020325289208353,0.0019321302509864
2020-01-09,0.0004953496729278,0.0026099400446315,0.0034408726868493,0.0047757331643294,0.000528621395462,0.0022567776663686,0.0,-0.0013220105999139,0.000451121649267,0.0003851545905466
2020-01-10,0.0019813642341763,0.0003394764574271,-0.001403245045296,0.0028050773962011,0.0013201137708345,0.0024379649018368,0.0029536574509125,0.0026474360340016,0.0015769247986043,0.0015420710474967
2020-01-13,0.0009886916075076,0.0,0.0090059805882656,-0.0024087720866634,0.0013188446003071,0.0014971647132957,0.0014717562712702,0.0019800579934228,0.0015743250239406,0.0007700915394399
2020-01-14,-0.0009877150619154,-0.0001135375560733,0.001902522012996,0.0012464690861551,0.0002632063712748,-0.003362817590751,0.0024495411591194,-0.0006588281358548,-0.0006733164256617,0.0
2020-01-15,0.0009886916075076,0.0002268733406189,-0.0001538966787864,0.0021779645074666,0.0,0.0047616312566132,0.0004887766071501,0.0,-0.0013485922074351,0.0007690129759276
2020-01-16,-0.0014821073771286,0.0003393228035957,0.0033967361937434,0.001397097555406,0.0007900834611771,-0.0028737539002587,-0.0009768792586269,-0.00065900783671,0.0009000024580636,-0.0011530215584535
2020-01-17,0.001484307279898,-0.0007916741622888,0.0015391487821458,-0.0001548824730793,0.0015784493278343,0.0048656080130582,0.0029337000305478,-0.0006596122862513,0.0008996609635902,0.000769989711755
2020-01-21,0.0019755559554204,-0.0021503210402569,-0.0010760939453989,0.0048064290085951,0.0,0.0015001492738515,0.0009754968722817,0.0008617336135687,-0.0024711719968425,0.0020834644971587
2020-01-22,0.0033143995288107,0.0018149749691069,0.0030767367107127,0.000540391320434,-0.000525700554661,-0.0011233385565522,0.0004869793878028,-0.0013246482918244,-0.0011258509767799,-0.0003853046699235
2020-01-23,-0.0014794306629606,-0.0030568941832148,0.0019937024086154,0.0013106516971876,0.0,-0.0003749848753749,0.0004872642600635,-0.0019893953899529,0.0006763657769235,-0.0003848712242997
2020-01-24,-0.0014817479749831,-0.0042015583243416,-0.0071930106617202,0.0016944481060288,0.0,-0.0037512554177938,0.0,0.0019933609730833,-0.0006759086154677,-0.0007708150631856
2020-01-27,-0.0004943141631081,-0.0067289089888082,-0.0087870246958647,0.0019222584524201,-0.0026279397270541,-0.0060243723657686,-0.0019471297002517,-0.0013261502180588,-0.0011268854223709,-0.0015428193547697
2020-01-28,0.0014842411011946,0.0086109580115065,0.0074646594371803,-0.000537446961177,0.0028986799917289,0.0049245436279925,0.0014629513069541,-0.0006641259026045,-0.0004513800843358,0.0023178049865484
2020-01-29,0.0,-0.0005688881156181,-0.0021606681600089,0.0032244481249235,0.0021016109511275,0.0037691652822595,0.0014610099215588,0.0006645672589351,0.0024836528382548,0.0023120570651546
2020-01-30,0.0009884665524502,0.0010249250690326,0.005801331653821,0.0006122899574358,0.0023603745677371,-0.0011262916318086,0.0019444547406646,0.0019921222747742,0.0013511610518834,0.0015374931678264
2020-01-31,-0.0014803899544224,-0.0040957315173507,-0.0091517788760925,0.0026002024409825,-0.0018315831575812,0.0018795051178845,-0.0019406811739557,0.0,-0.00067461044055,-0.0023030860018534
2020-02-03,0.0014825847580048,-0.0001606061953323,0.0128550741559707,-0.0007873312013852,-0.0041924757930212,0.0003756194720569,0.0038981597936738,0.0019874818132115,0.0013562196968197,0.0015392579067894
2020-02-04,0.0014811417076048,0.0059665938307433,0.0204107585054555,-0.002449316321331,0.0015787974926531,0.0026255258991896,0.0,0.0026457936350505,0.0015802692233448,-0.000384126325422
2020-02-05,0.0014775749954851,0.0041066579737798,-0.008422192785066,-0.0006144805149363,0.0026271813670666,0.0011220776880411,0.0014558741204877,0.0006596606794784,0.0006764731735486,0.0015374828208938
2020-02-06,0.0019690879734164,0.0007943346636705,0.0060672667825467,-0.0004600923507123,-0.0002614276774177,0.0014947782958425,-0.0014537576323733,0.0,0.0022514419727577,0.0019186133808042
2020-02-07,0.0019645325632462,-0.0014753373157589,-0.0037689226907566,0.0038404960625553,-0.0010487945052642,-0.0007462151259689,-0.0024266299077269,0.0026369032565196,0.0022474319054552,0.0022975993389857
2020-02-10,0.0009804025872226,0.0013644836749153,0.0098363959829075,0.0023721432132652,0.0023616288265946,0.002613996085915,-0.0034066907140227,0.0019724762134392,0.0011209058108143,0.0030570526675532
2020-02-11,0.0014692256643726,0.0006809143349519,0.0040461911250275,-0.0014505681984492,0.0023559310254497,0.0018622387183537,0.0053705052018793,0.0006562818754214,-0.0006718832742013,0.0022854419763347
2020-02-12,-0.0004886303300225,0.0026090013785096,0.0043285373457848,-0.0004586110346099,-0.0015667068788098,0.0,-0.0029134232359461,-0.0039346042108858,0.0008968336062566,0.0015202494644672
2020-02-13,0.0009782351678833,0.0003401332796733,0.0046064974130424,-0.0006882670953934,-0.000784916515398,0.0,0.0004870978642832,0.0006586954082861,-0.0024632127257138,-0.0011380980174734
2020-02-14,0.0009770930578936,-0.0001136034914215,0.0029588596942671,0.0024490592188808,0.0015705984084852,-0.0003716621809948,0.0019474428618742,0.0006575025734045,-0.0013467825569336,0.0011393947603912
2020-02-18,-0.0009761392789806,-0.0020362596031627,0.0051623737915535,0.001908387369109,-0.0005226895922387,0.0011152844704305,0.0,-0.0006570705478285,0.0011237935488919,-0.0015179418142371
2020-02-19,-0.0019552406889563,0.0004535767695141,0.0086573245159096,-0.0013715691899435,-0.004445652274772,-0.0048289520910683,-0.00388770511795,-0.0039474618831568,-0.004490244506855,-0.0019002879047191
2020-02-20,0.0019590711445707,0.0016999148284013,-0.0017458196004637,0.0033578016726936,0.0023637749939937,0.0030072793954536,0.0009763390526296,0.000660277714704,-0.000225682584687,0.0015230479906822
2020-02-21,-0.0001964607780045,-0.0009048637018609,-0.0094724321607992,0.0019771524879896,-0.0028826615852832,-0.000749273922058,-0.0009753867444596,0.0,-0.0013531159405727,-0.0003797042615053
2020-02-24,-0.0049067763373544,-0.0107557393097014,-0.0283950663068268,0.0001519644471104,-0.0128773139049214,-0.0168793634571866,-0.0107313179220912,-0.0098748627691918,-0.0081319190194009,-0.0114504302986159
2020-02-25,-0.0064102692003799,-0.0069806759935636,-0.0175648703148889,0.0009864063409361,-0.0119807805663979,-0.0232734008161232,-0.0142999074501721,-0.0100401956595662,-0.0088819131842469,-0.0096529063597744
2020-02-26,-0.0024816745410539,0.0010366784283064,-0.00585690414726,-0.0037148457543022,0.0008078491237202,-0.0078123636380443,-0.0020008239749012,-0.0013519762193108,0.0013790140412597,-0.0007795090091108
2020-02-27,-0.011939546776976,-0.0134695494363833,-0.0226355241630002,-0.0053270280114996,-0.0129236066091181,-0.0090554062707465,-0.0110276997066149,-0.0067707619984421,-0.006425625391685,-0.0169727363361772
2020-02-28,-0.01158139868043,0.0040846895891832,0.0017446772005484,0.0112462790101703,-0.0098198708523764,-0.053635125346089,-0.0217947543590593,-0.0156779966819488,-0.0122394975443491,-0.026790813280701
2020-03-02,0.007641597556915,0.0075877459694899,0.0179326797676866,-0.000993638324905,0.0152184297943587,0.040302125249557,0.0181236528311212,0.0173129872964625,0.0131511879810806,0.0248777541955937
2020-03-03,0.0015159877122783,-0.0042864711877175,-0.0088784657600502,0.0113896709414778,-0.000817720788769,0.0052458428890975,0.0061379658976798,0.0,0.0027816764118573,0.0055709697267807
2020-03-04,0.0121154800798477,0.0137303994577488,0.0143013631149695,0.0014261928941783,0.0158210281931716,0.0228830311738033,0.0208442190316082,0.0129337677654455,0.0177994981792608,0.0154329750054242
2020-03-05,-0.0039902558796518,-0.0126264458349859,-0.0113104260581277,-0.0003746931853965,-0.0104727563380732,-0.0306126701241941,-0.0099605022673029,-0.006048425338398,-0.0111289929308385,-0.0085730203433452
2020-03-06,-0.0160237641627327,-0.0112763886350432,-0.0217835010607657,0.0069750195133377,-0.0132972905123101,-0.0291498758638286,-0.0171022805270663,-0.0087896155930169,-0.0089575721687639,-0.0133648841724833
2020-03-09,-0.0264633478112162,-0.0430333840263713,-0.0652037505377757,-0.024279784627272,-0.0374035315267053,-0.1184319719980901,-0.0419654398656602,-0.034106615591521,-0.0243333788035524,-0.0410358665312357
2020-03-10,-0.0026132031072355,0.0153580408146067,0.0341048141295945,-0.0225176053670497,0.0108574237270757,0.0052035447293479,-0.0010682213042516,0.0105936195126721,0.010213742683254,-0.0016620842847601
