Date,Preferred Income (FPE),High Yield (HYG),Convertibles (ICVT),Investment Grade (LQD),Preferred Stock (PFF)
2015-08-20,0.0,-0.0048729295542701,-0.017241723305156165,0.0006043850131500772,-0.0017824744565044792
2015-08-21,-0.00131806082622965,-0.0036149992993017577,-0.009746988197772977,0.0002587744798194791,-0.0051007155915521185
2015-08-24,-0.010031553243444069,-0.00819090436794312,0.0,-0.002758787096649451,-0.019225873739838084
2015-08-25,0.0026661768323166246,0.002006040315943425,0.005031015201967248,-0.005099582124688085,0.006273759453465866
2015-08-26,0.0026599429078328907,0.00835975543402312,0.0,-0.0006082703816073787,0.005973493668396168
2015-08-27,0.001591765965002212,0.007472439436346345,-0.0021765324017742893,0.0009562775695430847,0.00697163268728862
2015-08-28,0.0026479886814203546,0.0009284257567796494,0.00992385906228832,0.0018237179811113613,0.0025642558348404343
2015-08-31,-0.0010566360850655654,-0.001389775225129397,-0.010042000461394363,-0.0025136516099778516,-0.001535117978417433
2015-09-01,0.0,-0.0032265814443530605,0.0013321969334796346,0.006057877847798876,-0.0035246489403951697
2015-09-02,-0.0021153373527521557,0.004089354195766726,0.0,-0.0014729296961891736,0.0025819892482117357
2015-09-03,0.0010599107451658707,0.0013968180225070181,0.0,0.004772002543286247,0.0012880037919686949
2015-09-04,-0.0005289258844627387,-0.001045896601434948,0.0,0.0022454582552995372,-0.0005145721376862422
2015-09-08,0.0015885546359613034,0.00546775302285929,0.0,-0.004652810995299239,0.0020587643293326074
2015-09-09,0.0010577537458424935,-0.001272899650132553,0.0,0.002164246613080012,-0.0017973118986692738
2015-09-10,-0.0005282330629537979,0.002432767963970628,0.0,-0.001987368203147488,-0.0012870111611296142
2015-09-11,0.0005285122405933596,-0.00034652883568775383,0.006108635974875876,0.0006931113478085837,0.0007728845125500872
2015-09-14,0.0005283180425328382,-0.0017341893453144408,0.0,-8.657890965135806e-05,-0.0007722876234066423
2015-09-15,-0.0015841172098949308,-0.00023218008731862305,0.0,-0.007525991888797101,-0.0012875841814521394
2015-09-16,0.0005289619423878289,-0.0035901630333692314,0.0,0.001830540086547927,0.00283725691643566
2015-09-17,0.0015857067707638617,0.0008137749939174377,0.024457746529179758,0.008264773744179443,0.0018002521336777377
2015-09-18,0.0,-0.002787785750412053,-0.008423921284499425,0.0030203022632153687,-0.002310664492680803
2015-09-21,0.0010551812241919034,-0.001863573068997204,-0.004183281229750979,-0.00507529924248884,0.0
2015-09-22,-0.0010540689903841827,-0.007235341683581642,-8.597420997880079e-05,0.00432234000620535,-0.0015443443455801509
2015-09-23,0.0010623968640999237,-0.0017636355952964644,-0.014147616846699296,-0.0006025087611221114,0.0
2015-09-24,0.0010616933737952472,-0.004945971685202055,-0.005870955864752947,0.00017227510262229906,0.0023197653751185765
2015-09-25,0.0005301142685110172,-0.0050881463148871875,0.0,-0.0030142041611624926,0.00025721999694594544
2015-09-28,-0.0010598361224797292,-0.015345195122963173,-0.027777873095634953,0.0017272973300517247,-0.0069408207824309676
2015-09-29,-0.002652655681427696,-0.00012048925470453664,0.008773945345933676,0.0012937849746290642,-0.004141624649333431
2015-09-30,-0.00265920109753659,0.00628252159196796,-0.004460252738325066,-0.00017224542902327666,0.0033790174492689395
2015-10-01,0.0010667891826894316,-0.006417756232413141,0.0016823727958175105,-0.00022479356745119805,-0.0017957601618870944
2015-10-02,0.0005328261781416543,0.0009714142503456369,-0.003583057355933561,0.004407271753008812,0.0020856985537995865
2015-10-05,0.0026622017039314994,0.012009234160567095,0.0,-0.002666836052785837,0.00676432782320413
2015-10-06,0.001061917529835199,0.005512774136473553,0.0328165343135034,0.0019835423055287738,0.0005164263264851865
2015-10-07,0.0010609605668130406,0.010251336731333272,0.0,0.0035293170638377447,0.001032652918686372
2015-10-08,-0.0005298333962676649,0.004129968505106163,-0.0037002207518062047,-0.003945938664307036,0.0010318374257833884
2015-10-09,0.0,0.0001177468717148411,0.0,0.0004307335206155116,-0.00025684092647049184
2015-10-12,0.0,-0.001880274054812281,0.0,0.004046427478727743,0.0
2015-10-13,0.002650994891826297,-0.0023543836258126394,0.004477857946609598,-0.0007720435987746965,0.00025690691067947746
2015-10-14,-0.0015862224477807274,-0.0007076276921845759,0.0,0.003947224375464353,0.0012886128477354042
2015-10-15,0.001059189904617952,0.0023613155478876546,0.011417219650036392,-0.00042754685463142206,0.0028318314434383485
2015-10-16,0.0015868079555780845,0.0045939833547035125,0.0,0.0003425615093066714,0.0033367322173618597
2015-10-19,-0.001056139725749694,0.0026971084764517705,0.0,-8.585828617868607e-05,-0.0017906569316792353
2015-10-20,0.0005289661116141264,0.0009363613674606697,0.0,-0.0018803230526814874,-0.0002567159888324788
2015-10-21,0.0031847849088009195,-0.0010517542452556095,0.0,0.0049671600466691945,0.001794991578066396
2015-10-22,-0.0005291965488337658,0.0003507831682312279,0.0,0.0021305540489267027,0.001791114733161514
2015-10-23,0.002117233242717953,0.0035077717115317153,0.0,-0.0036567012122158404,0.0
2015-10-26,0.0010566321378031596,-0.0010486676528077554,0.0,0.0017925979923045787,0.00025553381136833586
2015-10-27,0.002111369493859039,-0.0032661734383908625,0.003870114163315508,0.0002553071446211863,0.0
2015-10-28,0.0010526227606111327,0.0026917198052669455,0.013492955742774093,-0.003918130127181119,0.0015324815463131358
2015-10-29,0.0005264692874087373,-0.002567557792313435,-0.009298124980757216,-0.00701200182799,-0.00102039279815469
2015-10-30,0.0,0.0011702489364133761,0.0,0.0025835437601027245,0.002041552251827339
2015-11-02,0.0015772385169057213,0.003098912657736985,0.00138834911767316,-0.004298213399212325,0.0036060849868826406
2015-11-03,0.0005246955567397293,0.0010537054579902172,0.0,8.619743986337802e-05,-0.0007645737085911763
2015-11-04,0.0005245873288080016,-0.002923466201175451,0.010452464412533224,-0.0011245528212757705,0.001529169924499696
2015-11-05,-0.001048457716863238,-0.003869449005968306,0.0,0.000259496933812553,0.0005096270572602091
2015-11-06,-0.0010499756859603249,-0.004826338445554357,-0.0025335752384879617,-0.006493095512866587,-0.007888283697476184
2015-11-09,0.0005256650440268462,-0.004139648970139853,-0.008254068596949549,-0.0016559555401802761,0.00025691485169021533
2015-11-10,0.0,-0.002256949220528326,0.01237742866948377,0.00253117344992404,0.0025640374663029597
2015-11-11,0.0005251382028392815,-0.002380719963218869,0.0,-8.684419958826517e-05,0.0025573977735635633
2015-11-12,0.0015746712427000542,-0.00668288953970908,0.0,-0.0003485942164228595,-0.0025508741736312013
2015-11-13,0.0,-0.0028832471879588484,0.0,0.002962119892266246,0.0
2015-11-16,-0.001048324918857535,0.004698787046830244,0.0,0.00017334195640494876,-0.0015347675370233071
2015-11-17,-0.0026234374433992125,0.0007195152362222679,0.0,0.001042057237011118,0.00025600936488689996
2015-11-18,0.005260759627145006,0.0019177256597349146,0.0,0.0002602886101215063,0.0
2015-11-19,-0.0015699769852146606,-0.00897045747210845,0.0,0.0029486545370933648,0.0007688194049062513
2015-11-20,-0.0003693692349112654,-0.0002417231062944447,0.0,-0.00017275895138491038,0.001023317910901378
2015-11-23,0.000527984469749665,-0.0008446946987459292,0.0,0.0003455776043943537,0.0005111359009284389
2015-11-24,0.002637112026783184,0.0013290798365597212,0.0,0.0003461835933640245,0.0028108790044019116
2015-11-25,-0.0005262347434329406,0.0010860265708041439,-0.015302796770337745,0.000950179866157308,0.0025472139622051415
2015-11-27,0.0,0.0015665279883683159,0.0,0.0003461880511967941,0.0027955516261648494
2015-11-30,0.0010523581015726702,-0.0006014761789809864,-0.006765417093556492,0.0004312500984433587,-0.0022806191285401622
2015-12-01,0.0,0.007114479845543142,0.0013594677216328677,0.007518469074220047,0.002065937041383137
2015-12-02,0.0,-0.0020427965239036006,0.0,-0.0024048906088204314,-0.0045817143419629724
2015-12-03,0.0,-0.0026483986385205105,-0.00038811649690406735,-0.013256173550814432,-0.0038351098416093965
2015-12-04,-0.0005252934924687702,-0.0022930074640160614,0.0,0.005409103109613955,0.001539982683823382
2015-12-07,-0.0031564938481504212,-0.007017167217898468,0.0,0.0017351976893069665,-0.004100606939385187
2015-12-08,0.0026385877908470246,-0.01242645967551137,0.0015101774733619067,-0.0012996422201915214,-0.00205837483134208
2015-12-09,-0.002631643967205388,0.005181619640056034,0.0,-0.000259958303268637,-0.000773647794344301
2015-12-10,-0.0015831193105607655,-0.00417300697567069,-0.0038968851825310624,-0.0023422291042288768,-0.0007741641670886423
2015-12-11,-0.00211403349822048,-0.019966071317433998,-0.018565145540273886,0.0017393339840452438,-0.006198359749449489
2015-12-14,-0.011123172244368762,-0.008676794151503353,0.0034348706573719134,-0.007378925782156043,-0.01767178967576699
2015-12-15,-0.001606354166128754,0.016364019656191164,0.0,8.761654463751434e-05,0.007143180810467387
2015-12-16,0.006973707072249757,0.007614251277407114,0.013475191975799605,-0.00017466903875151818,0.006566488789571778
2015-12-17,0.0015987224367746133,-0.011148868066534368,0.0,0.0011366446856213575,0.004175681573763912
2015-12-18,0.0010635532329832387,-0.0037579301827240785,-0.0058470847121925296,0.0,-0.0012993546990388571
2015-12-21,0.004250700989405942,-0.0031432913926561223,-0.0045744169087363895,0.0006991011726025231,0.0039031356547705176
2015-12-22,-0.001587056802031639,0.01210893973838223,-0.0019688549885541473,-0.0013096707015844977,0.00259238854011401
2015-12-23,-0.0004252671866535884,0.006356284932810041,0.01041448185458016,0.0008740454840068246,0.004652975669609649
2015-12-24,0.004259257707423858,0.0020414860975219717,-0.003870459608603549,0.0032583902361187356,0.003321049049447522
2015-12-28,0.0015905205276947054,-0.005963651422820737,0.0,-0.0012225026800285477,0.0
2015-12-29,-0.000529192744460838,0.005749447264827623,0.0,-0.005156784083856114,0.0028447104094986297
2015-12-30,0.0005294729376978946,0.0007449714998231105,0.005839477828599504,0.0,0.002578876191343449
2015-12-31,0.0031764894459704873,0.0006216486026033863,-0.0016372273261440196,0.0016694117586693036,-0.0007714686301139029
2016-01-04,0.0021110649367561685,-0.005956760535013816,-0.015652875867443794,-0.0005266988186506394,0.004632712458866095
2016-01-05,0.0005263229426748506,0.001872108712042353,0.0,0.0005269763764854662,0.0010251872587798694
2016-01-06,-0.0015788008485319027,0.0,-0.018990125823139747,0.003947314018969861,-0.002303719745442412
2016-01-07,0.0,-0.00647957520198994,-0.015168576918073606,0.0007861219052029966,-0.006413662668812603
2016-01-08,-0.0021088389887329306,-0.002634229350115702,0.011494311583198025,0.0007855954442930191,0.0028403032663035788
2016-01-11,0.002641702621234643,-0.0015085188061416677,-0.016136654153991015,-0.0032277009719400285,-0.005406823975316333
2016-01-12,0.0,0.001007690226662472,0.0,0.002275130638167422,-0.0007763792630373079
2016-01-13,-0.0005270148159486343,-0.011072115553137363,-0.012473568282858505,0.0030565186883166895,-0.0064770478383474606
2016-01-14,-0.0031628436839277185,0.00445329106278769,-0.002105892310374613,-0.004962022733253857,0.0005217240391990341
2016-01-15,-0.003173045450357792,-0.013172527824531155,-0.022971998828250295,-0.0014868156754547224,-0.003909110612785094
2016-01-19,-0.0015916146021790478,-0.0034663203642661955,0.005518466046445569,-0.004468459288832771,-0.001308538291278305
2016-01-20,-0.005313700223519069,-0.006697236271661966,0.0,0.0014958966780429517,-0.006025582290905884
2016-01-21,-0.0021499491600158738,0.006742391661656244,0.001646799128973031,-0.0028993489340507494,0.0018450555106857003
2016-01-22,0.004848777013462424,0.0153273279090278,-0.014983857572945514,0.0006166095628064028,0.005262069665531666
2016-01-25,-0.001072763102382246,-0.009894789138461646,0.0,-0.0010569315679290758,-0.004449196858387294
2016-01-26,-0.002684158404290482,0.008968396679752022,0.0,0.002821067834999358,0.001051283239194456
2016-01-27,0.002153610950812901,-0.001523346500239997,0.0,-0.002725017994104406,0.002626365268403985
2016-01-28,0.002685514788890453,0.005087162645362131,0.01687976541861458,0.001145851242526419,0.001571475086568297
2016-01-29,0.0042846956156723515,0.0032898374735121916,-0.022545062783322467,0.0051958413799937375,0.006014300862851485
2016-02-01,-0.0010667080751660674,-0.005944764698511129,0.0015838944517931886,-0.003189662835654361,0.003264037200647385
2016-02-02,0.0005340488045637581,-0.00714050106908104,0.0,0.0018506505230893033,-0.0026028824308685916
2016-02-03,-0.0026684849845673986,0.004880710203312599,0.0,-0.0024630979009143683,-0.0015653761270448818
2016-02-04,-0.004279861942744101,-0.003195651449745318,0.004744482897430791,0.000441396599751398,-0.0036597029012256366
2016-02-05,-0.0026866212395915134,-0.007691839530775901,-0.008839187834381201,-0.00017682908327820712,-0.006296098299699349
2016-02-08,-0.010237505235016098,-0.011627867356097665,-0.02369888016058941,0.005202573414468503,-0.019006552366443885
2016-02-09,-0.009798710869762806,-0.00379108603318401,0.0,-0.003420939770627518,-0.008881088044292662
2016-02-10,0.0,-0.0014433039637260503,0.0,0.0012319071643547286,0.006244900908769058
2016-02-11,-0.01869094366352153,-0.006701874308444822,0.0,0.003340796123590506,-0.021586273148300195
2016-02-12,0.001120316018644374,0.014949246091221946,0.0,-0.005607428102099465,0.008549450173930273
2016-02-16,0.007274298807576018,0.0009126367006424552,0.0,-0.00475811909672974,0.01750057068957367
2016-02-17,0.012222525205554113,0.008204563703197998,0.028028015363263714,-0.00026568043927310825,0.011287222089183091
2016-02-18,0.004390949309784009,0.0009035130456827023,-0.00340826548491191,0.008147672864332156,0.004783413713499884
2016-02-19,0.0016386811462121287,0.0019356745951810694,-0.01831953630857286,-0.0007033074631882519,0.0015869083986346233
2016-02-22,0.001637109242642154,0.008629641441048497,0.037870796230711656,0.002021741097584462,-0.0021124976576725185
2016-02-23,-0.0013126738304891639,-0.0020430681203366108,-0.016326368313281492,0.002017753126080546,0.0013232629288308928
2016-02-24,0.0005478297873067195,0.0016635580412003304,0.0,0.0009631482896061971,0.0023783914548987095
2016-02-25,0.001094463044889693,0.005365441152792583,0.0,0.005597710094658703,0.007118411065446528
2016-02-26,0.0054640337796447724,0.006733977870176044,0.0,-0.00034819766557436793,0.0002619775281866854
2016-02-29,0.0,0.010728321168572474,0.030928282246798666,0.000696366481475641,0.0028782681120023135
2016-03-01,0.005434848416722815,0.015804295745306618,0.001181315313985909,-0.005449974843557692,0.0030692161529790596
2016-03-02,-0.002162053452206991,-0.006795902975429868,0.00661205520122321,0.0020163621594064818,-0.0015691388601132283
2016-03-03,0.001624969140947341,0.0033589524277080063,0.0,0.004725618122989106,0.001047599342793859
2016-03-04,0.002163559940873805,0.0028525159520573773,-0.003307456059168601,-0.00017445051248898835,0.0002618931625644194
2016-03-07,-0.0005393859358081565,0.0012363062876967756,0.0,0.001132590892202634,0.0015690556399057254
2016-03-08,-0.000540602430994741,-0.007040211079742398,0.0,0.005307529744349004,-0.0010448363917779924
2016-03-09,0.0021611383471125123,0.0024882072151710677,-0.0030367404248364815,-0.0011250676247478442,0.002614740827504125
2016-03-10,0.0,0.006947780372505319,0.0,0.004159210095941557,0.0
2016-03-11,0.0053909847716964165,0.01207449760320256,0.0,0.002847204951162974,0.005997465714036698
2016-03-14,0.0010724155782877443,-0.0027997572300817453,0.0,0.0029255635646148193,-0.0007773698879492974
2016-03-15,-0.001071266735152565,-0.009278330550022917,0.021482753810045496,-0.0003430700778227491,-0.0036316088894515763
2016-03-16,0.0005365001825787807,0.006654463796480936,0.0,0.004806319994476338,0.00286362592499656
2016-03-17,0.0005356280311725747,0.006365202414930549,0.0,0.0030740932177701907,0.0018178312204899516
2016-03-18,0.0042847331346631545,0.0023113408136745672,0.0,0.0022991882745988512,0.001813228869967487
2016-03-21,0.0,-0.0010923637899433736,0.014051215803795092,-0.0011892347043032103,-0.0007760866718237169
2016-03-22,0.001600335173786549,-0.0026727802555530644,0.0,-0.001871161051067105,0.0023299869450070787
2016-03-23,-0.007454777252264511,-0.004628918398636994,0.0,0.005027741900885507,-0.0005164539600258644
2016-03-24,-0.002682100838566126,-0.004405606070629786,0.0023022372770555855,-0.000423797835158779,0.0015503249840003175
2016-03-28,0.0016136050718138506,-0.004548624965125425,-0.004297703191610935,0.0005937092325083437,0.0030960126586025982
2016-03-29,0.0010739758048772252,0.0038282714516593153,0.006850845808668016,0.004492672775550766,0.0018003523381489028
2016-03-30,0.0005363700162390739,0.0035674177100062376,-0.0018147034389150996,-0.001180881238749265,0.001027293021528486
2016-03-31,0.0010724155782877443,0.0013484978955475846,0.0027268280280221546,0.003971088868170103,0.0010256741970955385
2016-04-01,-0.0064276004109151685,0.0007253604676304981,0.0,0.003223918353927324,-0.006384779917093852
2016-04-04,0.001616917470435908,-0.0024582583801362468,-0.009970595225444634,8.410497692712404e-05,-0.0023333325494740986
2016-04-05,0.0016150619706658542,-0.003695352207271907,0.010757532031828942,0.0031960682186193967,-0.002596686501879275
2016-04-06,0.002149441345342229,0.008408385722257439,0.01539848691574286,-0.0008384731570256765,0.0
2016-04-07,-0.001072582660250565,-0.0049049942666964386,-0.025869349018532217,0.0026859383487911614,-0.00260491365957205
2016-04-08,0.0037576938136878457,0.004559111634026447,0.020765037390626073,-0.002260019393351187,0.00470028983309545
2016-04-11,0.00106938139847923,0.0013494131572475698,-0.021688622530008805,-8.377838795115e-05,0.0020789645463559214
2016-04-12,-0.0005340779074599622,0.005880643164379196,0.01359448244540773,-0.003942771270868506,0.0018150461040862265
2016-04-13,0.0005343632990926217,0.006576621026031626,0.012846349399933787,0.003453240492246712,0.002071702703898115
2016-04-14,0.0010682390435170497,-0.0003632704747071891,0.006856381982329074,-0.000671835571584789,0.0002578716951702198
2016-04-15,0.000533591133175193,-0.0015732740403168188,0.0,0.004199841419406658,0.0010327563749612523
2016-04-18,0.0021338910256420984,0.005697933336896499,0.0,0.001087227596435758,0.0
2016-04-19,0.003192859986961949,0.004218804204134452,0.0,0.001837978538028695,0.004644264036009593
2016-04-20,-0.0021217436153453395,0.0019204898539368909,0.0,-0.0027523409598808612,0.001027644835401631
2016-04-21,-0.002126669135011028,-0.0031153051415158117,-0.02346509035900235,-0.00041794175358300656,-0.0005131343776271224
2016-04-22,0.002131201495451762,0.0022834056177019058,0.025981789571242864,0.0010876737715621587,0.0017961694996717625
2016-04-25,0.001062630509564011,-0.0038369820731368742,0.006331243284923849,-0.0023399970934718795,-0.0025616650445968725
2016-04-26,0.0005314545728798414,0.0033700534958713835,0.0,-0.000418468635160929,0.002824899628608879
2016-04-27,0.002123448638708725,0.005878003721096592,0.0,0.006368289948276873,0.002818064209991311
2016-04-28,0.0015887373606378041,-0.0016696259742321473,-0.007259424945144977,0.0009166173505239517,-0.0007665194533684749
2016-04-29,0.0,0.0016724182872442928,-0.019432123372435384,0.0010811804839438999,0.0015336549798632415
2016-05-02,0.0005287940208869024,0.00038428991538097534,0.0012894770465858851,-0.0012912897612467056,0.0010769382272417527
2016-05-03,-0.0010573584862776375,-0.006467070983790846,-0.0005191550033374348,0.0017519345352547955,-0.002817100301456099
2016-05-04,-0.0005288266585351531,-0.003736939239596282,-0.005313880904858959,-0.001666081820419385,0.0010272941001394642
2016-05-05,-0.001058707805718373,-0.0008472072077343462,0.015251998476147,0.002002720761661969,-0.0023092794381576187
2016-05-06,0.0005301626288931605,-0.0006053996820151175,0.0,-0.002164841298056608,0.0025717783555325724
2016-05-09,0.0037072739034538227,-0.0018171527411077193,0.0,-0.0010017421865098353,0.0028215955294905726
2016-05-10,-0.0005274312339432763,0.008496608907445413,-0.029105043697650324,0.0016707277203864557,0.002302031909089619
2016-05-11,0.0015841158351697082,-0.0007216709761004303,0.02499667035017228,0.001084217566783563,0.0005110060268185279
2016-05-12,0.0,0.0015654778457470098,-0.011473836275599725,-0.0020825179374217573,-0.0012753529130582475
2016-05-13,0.001053667735337216,-0.0044494654403597345,0.0,0.0018363231536284719,0.0020432818051017154
2016-05-16,0.0015799456433718273,0.005556876134891864,0.0,-0.003332758887600429,0.0030590302566826377
2016-05-17,0.0005257358684320756,-0.002042328385082004,0.012972482137509234,-0.0003342696561418057,0.001269857904618199
2016-05-18,0.001576051355203667,0.00012000183968852163,-0.0006289040262127399,-0.008529916790931624,-0.004314080763715311
2016-05-19,-0.001048856814736876,-0.0027682245023958885,-0.004316720922973083,0.0023620250381610752,-0.0015295548261047287
2016-05-20,-0.000950371212671719,0.003500020904686263,0.0022576420082649484,0.0006732740065564791,0.0
2016-05-23,0.0021139541615384783,0.00024089238814228864,0.012615802321942704,0.0,0.0053618416108967
2016-05-24,0.0031647734559203666,0.006012208768871874,0.0017798693203623372,-0.0016826594603143175,0.0005067492883403801
2016-05-25,0.0,0.0015543699248676823,0.011992429086185918,0.0017692188574360834,0.0015235095741097382
2016-05-26,0.0005256080974445076,-0.0028648195213483163,0.0,0.0028591636285326683,0.000253137340149312
2016-05-27,0.002627555669635795,0.0016763077758381595,-0.007110460366948068,-0.0007551348086370924,0.0010139502797419375
2016-05-31,0.0010481541765350322,-0.0009562974451277073,0.006940011291681314,0.0017622169067621485,0.002277953890353679
2016-06-01,0.0,0.0015866784085929453,-0.003692226894913997,0.0007052358537209535,0.0016995486222863843
2016-06-02,-0.0020943568065784346,0.0002394474733311558,0.005117490591921792,0.0020153149089203737,-0.00025385589277027165
2016-06-03,0.0026235014080577823,0.0017995037832592153,0.0,0.008041428956913066,0.005066233313454793
2016-06-06,0.0005232948943107996,0.004430668275775318,-0.009920308903365704,-0.0024101184647388196,-0.0005036398036890599
2016-06-07,0.0005226159456868107,0.004410908878608177,0.015073988088815327,0.0014992573087830863,-0.0010090381074117083
2016-06-08,0.0,0.003798492385413077,0.0013103161467782343,0.003326695336109964,0.0
2016-06-09,0.0005233150632109052,-0.0039021364967388728,-0.004361780443135732,0.0014097117110145607,-0.000504559071173083
2016-06-10,-0.0005230413477950169,-0.004866837047980188,0.0,0.0011584235736217252,-0.0030308402303147464
2016-06-13,0.0,-0.006680555305371261,0.0,-0.0014877148117273808,-0.002278764333874528
2016-06-14,-0.0031359209616035333,-0.003362309148785547,0.0,-0.0022363019798659067,-0.0027930482767306586
2016-06-15,0.0005242299301240205,0.0004817846474820531,-0.004599775567921793,0.003734585044541605,0.0007637448014041759
2016-06-16,-0.0010483978388774462,0.0006021944048162364,0.0,0.0014885649830582715,0.0002539140347570523
